"","trait","env","gen","predicted.value"
"1385","GY","E13","G19",1793.14513934268
"1386","GY","E13","G20",2267.57279947849
"1387","GY","E13","G26",2275.13571742057
"1388","GY","E13","G30",2678.29742002525
"1389","GY","E13","G31",1863.24757103656
"1390","GY","E13","G32",2616.92143211069
"1391","GY","E13","G33",1714.60714532878
"1392","GY","E13","G34",2200.96094529633
"1393","GY","E13","G38",1542.11443995751
"1394","GY","E13","G40",2320.22234361373
"1395","GY","E13","G41",2070.64605152512
"1396","GY","E13","G43",2485.15213104292
"1397","GY","E13","G44",1919.09681122423
"1398","GY","E13","G45",2745.49103712603
"1399","GY","E13","G47",1598.8363245231
"1400","GY","E13","G49",2472.06246537394
"1401","GY","E13","G50",1101.13814764243
"1402","GY","E13","G51",2037.77644662301
"1403","GY","E13","G52",2260.30076299572
"1404","GY","E13","G53",1963.89255595808
"1405","GY","E13","G54",2049.12082353613
"1406","GY","E13","G56",1960.11109698704
"1407","GY","E13","G58",1185.49377084254
"1408","GY","E13","G62",1923.7509145732
"1409","GY","E13","G63",1447.86884714083
"1410","GY","E13","G65",1323.37158255583
"1411","GY","E14","G01",1847.64911204262
"1412","GY","E14","G02",1689.89804472217
"1413","GY","E14","G03",1777.53752656686
"1414","GY","E14","G04",2026.35744676072
"1415","GY","E14","G06",2109.23391328777
"1416","GY","E14","G07",1741.71965137816
"1417","GY","E14","G08",1502.6162824323
"1418","GY","E14","G11",1821.16674687651
"1419","GY","E14","G14",1589.11264060076
"1420","GY","E14","G18",1703.23448761158
"1421","GY","E14","G19",1755.43713549298
"1422","GY","E14","G20",1637.31435561535
"1423","GY","E14","G25",1988.63436544496
"1424","GY","E14","G26",2284.51287697717
"1425","GY","E14","G27",2101.04152694142
"1426","GY","E14","G30",1978.43857618096
"1427","GY","E14","G31",1546.43602335465
"1428","GY","E14","G34",1687.99283859511
"1429","GY","E14","G35",2397.11055908633
"1430","GY","E14","G38",1647.22142747605
"1431","GY","E14","G40",1771.25034634757
"1432","GY","E14","G41",2014.54516877296
"1433","GY","E14","G43",2057.03126540637
"1434","GY","E14","G44",1683.99190572828
"1435","GY","E14","G45",1751.05516140075
"1436","GY","E14","G47",1777.72804717957
"1437","GY","E14","G49",1626.45468069111
"1438","GY","E14","G51",1909.37779055932
"1439","GY","E14","G52",2009.21059161719
"1440","GY","E14","G53",2030.35837962755
"1441","GY","E14","G54",1731.81257951746
"1442","GY","E14","G56",1833.16954547698
"1443","GY","E14","G58",1559.96298685677
"1444","GY","E14","G62",1542.24456987512
"1445","GY","E14","G63",1461.27330947513
"1446","GY","E14","G65",1641.69632970758
"1447","GY","E15","G03",1954.90544053579
"1448","GY","E15","G04",2181.64656101807
"1449","GY","E15","G06",1569.44553571591
"1450","GY","E15","G07",2113.62422487339
"1451","GY","E15","G12",2618.32873296087
"1452","GY","E15","G13",2113.62422487339
"1453","GY","E15","G16",1827.93041306571
"1454","GY","E15","G17",2158.97244896984
"1455","GY","E15","G18",2071.69934859598
"1456","GY","E15","G19",1637.4678718606
"1457","GY","E15","G20",2090.95011282516
"1458","GY","E15","G31",1796.18665619819
"1459","GY","E15","G32",2000.25366463224
"1460","GY","E15","G33",1728.16432005351
"1461","GY","E15","G34",1886.8831043911
"1462","GY","E15","G49",1388.05263933009
"1463","GY","E15","G50",2249.66889716275
"1464","GY","E15","G51",1682.81609595705
"1465","GY","E15","G52",2113.62422487339
"1466","GY","E15","G53",2523.0678622509
"1467","GY","E15","G56",2476.41001764503
"1468","GY","E15","G58",2824.21484668462
"1469","GY","E15","G62",2476.41001764503
"1470","GY","E15","G63",2149.16400381102
"1471","GY","E15","G65",2158.97244896984
"1472","GY","E16","G04",1840.03256284261
"1473","GY","E16","G07",1539.97394972591
"1474","GY","E16","G12",1652.49592964467
"1475","GY","E16","G13",1690.00325628426
"1476","GY","E16","G15",1644.16096816921
"1477","GY","E16","G19",1244.08281734694
"1478","GY","E16","G31",2069.24400341787
"1479","GY","E16","G32",1631.65852595601
"1480","GY","E16","G52",1656.6634103824
"1481","GY","E16","G56",1585.81623784096
"1482","GY","E16","G63",1852.53500505581
"1483","GY","E17","G04",3003.68693857644
"1484","GY","E17","G07",3388.88525392912
"1485","GY","E17","G12",3071.06348561457
"1486","GY","E17","G13",2823.04346259701
"1487","GY","E17","G14",2474.13168795881
"1488","GY","E17","G15",2752.97314747022
"1489","GY","E17","G19",2730.41626520338
"1490","GY","E17","G31",3182.17260456574
"1491","GY","E17","G32",2820.1638606055
"1492","GY","E17","G52",3392.24478958588
"1493","GY","E17","G56",3031.33467331638
"1494","GY","E17","G63",2883.49008200092
"1495","GY","E18","G04",3201.74673772338
"1496","GY","E18","G07",2514.56419237201
"1497","GY","E18","G10",2069.0803353856
"1498","GY","E18","G11",2102.25466516119
"1499","GY","E18","G12",2633.04394157052
"1500","GY","E18","G13",2656.73989141023
"1501","GY","E18","G15",2784.69802054462
"1502","GY","E18","G19",3154.35483804398
"1503","GY","E18","G31",3117.17307279362
"1504","GY","E18","G32",2448.21553282084
"1505","GY","E18","G36",2301.30064381469
"1506","GY","E18","G37",3211.22511765927
"1507","GY","E18","G52",2827.35073025608
"1508","GY","E18","G56",2822.61154028814
"1509","GY","E18","G63",2870.00343996755
"1510","GY","E19","G04",1511.95073947804
"1511","GY","E19","G07",1065.22755394704
"1512","GY","E19","G10",1926.76512604254
"1513","GY","E19","G11",1709.78529307034
"1514","GY","E19","G12",1449.4094935037
"1515","GY","E19","G13",1397.07906319864
"1516","GY","E19","G15",1243.91682815944
"1517","GY","E19","G19",3452.00571664123
"1518","GY","E19","G31",1645.96769513734
"1519","GY","E19","G32",1237.53506836614
"1520","GY","E19","G36",1684.25825389714
"1521","GY","E19","G37",1850.18400852294
"1522","GY","E19","G52",1760.83937141674
"1523","GY","E19","G56",1014.17347560064
"1524","GY","E19","G63",1505.56897968474
